   0.000 -100.000    0.000    0.000  100.000 -100.000    0.000    0.000    0.000    0.000 
   0.000  100.000    0.000    0.000 -100.000 -100.000    0.000    0.000    0.000    0.000 
   0.086   90.228   -8.580    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.088  -91.200   -8.800    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.088   90.050   -8.800    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.090  -90.980   -9.020    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.090   89.872   -9.020    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.092  -90.760   -9.240    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.092   89.694   -9.240    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.095  -90.540   -9.460    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.095   89.516   -9.460    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.097  -90.320   -9.680    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.097   89.337   -9.680    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.099  -90.100   -9.900    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.099   89.159   -9.900    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.101  -89.880  -10.120    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.101   88.981  -10.120    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.103  -89.660  -10.340    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.103   88.803  -10.340    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.106  -89.440  -10.560    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.106   88.625  -10.560    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.108  -89.220  -10.780    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.108   88.446  -10.780    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.110  -89.000  -11.000    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.110   88.268  -11.000    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.112  -88.780  -11.220    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.112   88.090  -11.220    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.114  -88.560  -11.440    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.114   87.912  -11.440    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.117  -88.340  -11.660    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.117   87.734  -11.660    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.119  -88.120  -11.880    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.119   87.555  -11.880    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.121  -87.900  -12.100    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.121   87.377  -12.100    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.123  -87.680  -12.320    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.123   87.199  -12.320    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.125  -87.460  -12.540    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.125   87.021  -12.540    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.128  -87.240  -12.760    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.128   86.843  -12.760    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.130  -87.020  -12.980    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.130   86.664  -12.980    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.132  -86.800  -13.200    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.132   86.486  -13.200    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.134  -86.580  -13.420    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.134   86.308  -13.420    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.136  -86.360  -13.640    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.136   86.130  -13.640    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.139  -86.140  -13.860    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.139   85.952  -13.860    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.141  -85.920  -14.080    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.141   85.773  -14.080    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.143  -85.700  -14.300    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.143   85.595  -14.300    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.145  -85.480  -14.520    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.145   85.417  -14.520    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.147  -85.260  -14.740    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.147   85.239  -14.740    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.150  -85.040  -14.960    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.150   85.061  -14.960    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.152  -84.820  -15.180    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.152   84.882  -15.180    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.154  -84.600  -15.400    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.154   84.704  -15.400    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.156  -84.380  -15.620    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.156   84.526  -15.620    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.158  -84.160  -15.840    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.158   84.348  -15.840    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.161  -83.940  -16.060    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.161   84.170  -16.060    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.163  -83.720  -16.280    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.163   83.991  -16.280    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.165  -83.500  -16.500    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.165   83.813  -16.500    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.167  -83.280  -16.720    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.167   83.635  -16.720    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.169  -83.060  -16.940    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.169   83.457  -16.940    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.172  -82.840  -17.160    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.172   83.279  -17.160    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.174  -82.620  -17.380    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.174   83.100  -17.380    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.176  -82.400  -17.600    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.176   82.922  -17.600    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.178  -82.180  -17.820    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.178   82.744  -17.820    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.180  -81.960  -18.040    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.180   82.566  -18.040    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.183  -81.740  -18.260    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.183   82.388  -18.260    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.185  -81.520  -18.480    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.185   82.209  -18.480    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.187  -81.300  -18.700    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.187   82.031  -18.700    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.189  -81.080  -18.920    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.189   81.853  -18.920    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.191  -80.860  -19.140    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.191   81.675  -19.140    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.194  -80.640  -19.360    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.194   81.497  -19.360    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.196  -80.420  -19.580    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.196   81.318  -19.580    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.198  -80.200  -19.800    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.198   81.140  -19.800    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.200  -79.980  -20.020    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.200   80.962  -20.020    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.202  -79.760  -20.240    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.202   80.784  -20.240    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.205  -79.540  -20.460    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.205   80.606  -20.460    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.207  -79.320  -20.680    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.207   80.427  -20.680    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.209  -79.100  -20.900    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.209   80.249  -20.900    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.211  -78.880  -21.120    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.211   80.071  -21.120    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.213  -78.660  -21.340    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.213   79.893  -21.340    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.216  -78.440  -21.560    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.216   79.715  -21.560    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.218  -78.220  -21.780    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.218   79.536  -21.780    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.220  -78.000  -22.000    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.220   79.358  -22.000    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.222  -77.780  -22.220    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.222   79.180  -22.220    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.224  -77.560  -22.440    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.224   79.002  -22.440    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.227  -77.340  -22.660    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.227   78.824  -22.660    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.229  -77.120  -22.880    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.229   78.645  -22.880    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.231  -76.900  -23.100    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.231   78.467  -23.100    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.233  -76.680  -23.320    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.233   78.289  -23.320    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.235  -76.460  -23.540    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.235   78.111  -23.540    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.238  -76.240  -23.760    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.238   77.933  -23.760    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.240  -76.020  -23.980    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.240   77.754  -23.980    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.242  -75.800  -24.200    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.242   77.576  -24.200    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.244  -75.580  -24.420    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.244   77.398  -24.420    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.246  -75.360  -24.640    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.246   77.220  -24.640    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.249  -75.140  -24.860    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.249   77.042  -24.860    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.251  -74.920  -25.080    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.251   76.863  -25.080    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.253  -74.700  -25.300    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.253   76.685  -25.300    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.255  -74.480  -25.520    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.255   76.507  -25.520    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.257  -74.260  -25.740    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.257   76.329  -25.740    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.260  -74.040  -25.960    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.260   76.151  -25.960    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.262  -73.820  -26.180    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.262   75.972  -26.180    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.264  -73.600  -26.400    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.264   75.794  -26.400    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.266  -73.380  -26.620    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.266   75.616  -26.620    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.268  -73.160  -26.840    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.268   75.438  -26.840    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.271  -72.940  -27.060    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.271   75.260  -27.060    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.273  -72.720  -27.280    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.273   75.081  -27.280    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.275  -72.500  -27.500    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.275   74.903  -27.500    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.277  -72.280  -27.720    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.277   74.725  -27.720    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.279  -72.060  -27.940    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.279   74.547  -27.940    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.282  -71.840  -28.160    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.282   74.369  -28.160    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.284  -71.620  -28.380    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.284   74.190  -28.380    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.286  -71.400  -28.600    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.286   74.012  -28.600    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.288  -71.180  -28.820    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.288   73.834  -28.820    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.290  -70.960  -29.040    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.290   73.656  -29.040    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.293  -70.740  -29.260    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.293   73.478  -29.260    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.295  -70.520  -29.480    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.295   73.299  -29.480    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.297  -70.300  -29.700    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.297   73.121  -29.700    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.299  -70.080  -29.920    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.299   72.943  -29.920    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.301  -69.860  -30.140    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.301   72.765  -30.140    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.304  -69.640  -30.360    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.304   72.587  -30.360    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.306  -69.420  -30.580    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.306   72.408  -30.580    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.308  -69.200  -30.800    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.308   72.230  -30.800    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.310  -68.980  -31.020    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.310   72.052  -31.020    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.312  -68.760  -31.240    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.312   71.874  -31.240    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.315  -68.540  -31.460    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.315   71.696  -31.460    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.317  -68.320  -31.680    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.317   71.517  -31.680    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.319  -68.100  -31.900    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.319   71.339  -31.900    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.321  -67.880  -32.120    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.321   71.161  -32.120    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.323  -67.660  -32.340    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.323   70.983  -32.340    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.326  -67.440  -32.560    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.326   70.805  -32.560    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.328  -67.220  -32.780    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.328   70.626  -32.780    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.330  -67.000  -33.000    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.330   70.448  -33.000    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.332  -66.780  -33.220    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
   0.332   70.270  -33.220    0.000  -81.000 -100.000    0.000    0.000    0.000    0.000 
   0.334  -66.560  -33.440    0.000  100.000 -100.000    0.000   -0.000    0.000    0.000 
